,_id,type
0,8206,1
1,1589,1
2,9895,0
3,5926,0
4,6199,1
5,9476,1
6,891,1
7,6039,1
8,1400,1
9,7629,0
10,5192,1
11,9245,1
12,9642,0
13,9069,1
14,4491,1
15,6207,1
16,4566,1
17,3848,1
18,3700,1
19,5373,1
20,5912,1
21,719,1
22,5987,0
23,387,1
24,4590,1
25,842,1
26,2329,1
27,3811,1
28,3978,1
29,7393,1
30,3674,1
31,2973,1
32,1064,1
33,6465,0
34,3388,1
35,5241,1
36,1072,1
37,5409,1
38,9022,0
39,4985,1
40,4350,1
41,7563,1
42,4549,1
43,3712,1
44,3100,1
45,3827,1
46,6689,1
47,6537,1
48,5567,1
49,6021,1
50,7614,1
51,1324,1
52,1395,1
53,9781,1
54,5464,1
55,4214,1
56,2295,1
57,7326,1
58,6430,1
59,8551,0
60,3729,1
61,2077,1
62,6037,1
63,4796,1
64,1740,1
65,6830,1
66,3820,1
67,4537,1
68,7602,1
69,390,1
70,2413,1
71,6191,0
72,8241,1
73,5986,0
74,8010,1
75,10027,0
76,8726,1
77,6708,1
78,9570,1
79,4396,1
80,5500,0
81,629,1
82,2514,1
83,4261,1
84,9679,0
85,4492,1
86,1773,1
87,1136,1
88,1430,1
89,9083,0
90,8721,0
91,6355,0
92,5615,1
93,4523,1
94,384,1
95,9501,0
96,2895,1
97,6604,1
98,1598,1
99,6372,0
100,9585,0
101,1008,1
102,3735,1
103,4223,1
104,2521,1
105,8741,0
106,1426,1
107,3738,1
108,312,1
109,4882,1
110,3974,1
111,1717,1
112,7370,0
113,9997,1
114,2951,1
115,6760,1
116,2643,1
117,1383,1
118,9734,1
119,4718,1
120,4742,1
121,4107,1
122,8317,1
123,4714,1
124,8681,1
125,1394,1
126,7864,0
127,3011,1
128,943,1
129,4093,1
130,7965,1
131,6653,0
132,4672,1
133,10009,1
134,9820,0
135,6330,1
136,3546,1
137,8245,0
138,628,1
139,8103,1
140,1184,1
141,2382,1
142,4761,1
143,1960,1
144,9932,0
145,603,1
146,9639,1
147,7793,0
148,5755,0
149,6276,1
150,1283,1
151,5977,1
152,3009,1
153,4033,1
154,3516,1
155,5572,1
156,3898,1
157,1770,1
158,3279,1
159,4060,1
160,1373,1
161,5293,1
162,3966,1
163,9877,1
164,7503,1
165,5245,1
166,9141,1
167,2196,1
168,3182,1
169,977,1
170,6640,1
171,6840,1
172,2749,1
173,336,1
174,132,1
175,9087,1
176,819,1
177,780,1
178,8490,1
179,6001,0
180,9246,1
181,4998,1
182,9553,1
183,3122,1
184,1889,1
185,3179,1
186,9557,0
187,8646,0
188,6123,1
189,5837,1
190,8246,0
191,6380,1
192,3192,1
193,712,1
194,259,1
195,3239,1
196,4349,1
197,9258,0
198,4728,1
199,1153,1
200,4683,1
201,5310,1
202,5142,1
203,2666,1
204,1234,1
205,2305,1
206,1381,1
207,5683,1
208,4702,1
209,7667,1
210,7951,0
211,1273,1
212,592,1
213,2491,1
214,7988,1
215,920,1
216,1044,1
217,1880,1
218,2323,1
219,4045,1
220,1222,1
221,7977,0
222,5843,1
223,7892,1
224,8097,1
225,7043,1
226,1928,1
227,6472,1
228,6545,1
229,7289,1
230,8448,0
231,7681,0
232,1769,1
233,6721,1
234,3982,1
235,8140,1
236,4390,1
237,7718,1
238,8276,0
239,2288,1
240,8787,0
241,5917,1
242,3920,1
243,10017,1
244,9516,0
245,3723,1
246,6161,0
247,6081,1
248,5374,1
249,8760,1
250,2505,1
251,2332,1
252,1871,1
253,7662,0
254,7987,1
255,9771,1
256,8226,1
257,2671,1
258,814,1
259,7872,1
260,9124,1
261,3836,1
262,7649,1
263,8894,0
264,3647,1
265,4732,1
266,1558,1
267,7113,1
268,8673,1
269,1809,1
270,506,1
271,7226,1
272,2589,1
273,9047,1
274,2720,1
275,97,1
276,7825,1
277,430,1
278,6991,1
279,804,1
280,7545,0
281,9375,0
282,1422,1
283,3263,1
284,3015,1
285,7617,1
286,3292,1
287,1115,1
288,7240,0
289,192,1
290,3206,1
291,9082,1
292,5519,0
293,2108,1
294,7066,1
295,9376,1
296,3488,1
297,438,1
298,3472,1
299,8580,0
300,523,1
301,6891,1
302,8092,1
303,4895,1
304,3188,1
305,4715,1
306,5201,1
307,2119,1
308,4446,1
309,1705,1
310,3069,1
311,4337,1
312,361,1
313,5881,1
314,915,1
315,5370,1
316,9628,1
317,9576,1
318,1157,1
319,3706,1
320,8997,1
321,6427,1
322,6319,1
323,4481,1
324,6666,1
325,88,1
326,9461,1
327,420,1
328,2883,1
329,8689,1
330,4865,1
331,115,1
332,4310,1
333,3049,1
334,9109,1
335,877,1
336,8031,0
337,7515,1
338,9617,1
339,4369,1
340,3394,1
341,5931,1
342,7237,1
343,5044,1
344,1237,1
345,7461,0
346,2306,1
347,1606,1
348,7493,0
349,8381,1
350,8158,1
351,2921,1
352,9344,0
353,1089,1
354,9986,1
355,674,1
356,30,1
357,8309,1
358,5069,1
359,161,1
360,6246,0
361,9834,1
362,9846,1
363,784,1
364,9567,0
365,8330,0
366,3178,1
367,5006,1
368,1639,1
369,8000,1
370,4896,1
371,8909,1
372,2777,1
373,6266,1
374,5622,1
375,5603,0
376,7449,1
377,2849,1
378,7844,0
379,5776,1
380,4571,1
381,6844,1
382,6038,0
383,6262,0
384,230,1
385,2156,1
386,5129,1
387,9157,1
388,3842,1
389,2695,1
390,9573,1
391,9661,0
392,5269,1
393,3191,1
394,6135,1
395,8090,1
396,1423,1
397,1570,1
398,8403,1
399,7279,0
400,7389,0
401,7,1
402,10011,1
403,7159,1
404,3568,1
405,5762,0
406,8891,1
407,869,1
408,5483,1
409,2704,1
410,3853,1
411,2737,1
412,6267,1
413,18,1
414,3777,1
415,7755,1
416,4006,1
417,5690,1
418,4729,1
419,9333,0
420,9364,1
421,1685,1
422,5279,1
423,1301,1
424,8190,1
425,5973,1
426,5681,1
427,2183,1
428,2682,1
429,1612,1
430,2152,1
431,4468,1
432,4043,1
433,4538,1
434,5455,1
435,2959,1
436,8210,1
437,4567,1
438,4556,1
439,7131,1
440,450,1
441,9442,0
442,794,1
443,5697,0
444,4289,1
445,5061,1
446,10053,0
447,8606,0
448,9000,1
449,3120,1
450,7069,0
451,8684,1
452,9430,1
453,1588,1
454,9577,1
455,4949,1
456,5648,1
457,8160,1
458,6492,1
459,7913,1
460,1145,1
461,9261,0
462,457,1
463,4245,1
464,2251,1
465,4092,1
466,3464,1
467,3408,1
468,251,1
469,4602,1
470,4154,1
471,8467,0
472,2531,1
473,5777,1
474,803,1
475,9766,1
476,4168,1
477,3791,1
478,3622,1
479,9817,0
480,9627,1
481,352,1
482,7422,1
483,8991,1
484,2331,1
485,5489,1
486,5157,1
487,8062,0
488,8899,1
489,2664,1
490,9473,0
491,1169,1
492,6647,1
493,7680,0
494,2404,1
495,4712,1
496,5844,1
497,2366,1
498,4845,1
499,2847,1
500,1870,1
501,5002,1
502,7806,0
503,3653,1
504,521,1
505,6934,1
506,1796,1
507,8033,1
508,8208,1
509,1992,1
510,7444,0
511,5205,1
512,98,1
513,6291,1
514,3137,1
515,7954,1
516,1331,1
517,736,1
518,7917,0
519,3003,1
520,8752,0
521,7730,1
522,1443,1
523,10059,1
524,1672,1
525,3759,1
526,4333,1
527,4126,1
528,3490,1
529,2878,1
530,5845,1
531,8912,1
532,4648,1
533,5517,1
534,8738,1
535,4421,1
536,6648,1
537,6080,1
538,9126,0
539,9756,1
540,423,1
541,9770,1
542,7691,0
543,9641,1
544,8203,0
545,957,1
546,566,1
547,6102,1
548,8065,0
549,733,1
550,5749,1
551,1216,1
552,2471,1
553,788,1
554,8169,1
555,6360,1
556,3878,1
557,2137,1
558,2286,1
559,606,1
560,6682,0
561,7244,1
562,8845,0
563,3998,1
564,8012,1
565,81,1
566,4253,1
567,1325,1
568,5819,1
569,1907,1
570,823,1
571,9896,1
572,1585,1
573,466,1
574,254,1
575,1784,1
576,9406,1
577,9815,1
578,5287,1
579,84,1
580,9785,1
581,4554,1
582,8152,1
583,1336,1
584,2081,1
585,8730,1
586,6031,1
587,1411,1
588,2019,1
589,6134,0
590,9721,1
591,7540,0
592,2101,1
593,7068,1
594,2106,1
595,7882,1
596,9059,0
597,2978,1
598,7648,0
599,3229,1
600,7442,0
601,4805,1
602,1480,1
603,1185,1
604,6063,1
605,4377,1
606,3181,1
607,7794,0
608,10010,1
609,9507,1
610,8939,1
611,9892,1
612,5571,0
613,1489,1
614,3597,1
615,3559,1
616,708,1
617,8369,0
618,1413,1
619,6517,1
620,7707,1
621,3437,1
622,8394,0
623,5492,1
624,4095,1
625,3670,1
626,8618,0
627,7184,1
628,4908,1
629,7643,1
630,343,1
631,781,1
632,2726,1
633,9463,1
634,203,1
635,6797,0
636,7801,0
637,9144,1
638,2729,1
639,4081,1
640,9398,1
641,6972,0
642,1900,1
643,7191,1
644,337,1
645,346,1
646,7966,1
647,6808,1
648,6245,1
649,4819,1
650,3680,1
651,120,1
652,2493,1
653,4281,1
654,9549,1
655,4649,1
656,2388,1
657,480,1
658,2263,1
659,887,1
660,2958,1
661,7686,0
662,6485,1
663,7495,0
664,3438,1
665,7447,1
666,7642,1
667,6684,1
668,8327,1
669,9947,0
670,755,1
671,6014,1
672,3071,1
673,6502,1
674,6859,1
675,8769,0
676,7905,0
677,8855,1
678,5147,1
679,6589,0
680,7108,1
681,9316,1
682,2342,1
683,9357,1
684,3456,1
685,7839,0
686,2303,1
687,3896,1
688,373,1
689,5060,1
690,7739,0
691,9033,0
692,8796,1
693,6635,1
694,1346,1
695,7459,0
696,174,1
697,3419,1
698,4601,1
699,1930,1
700,4939,1
701,1642,1
702,9017,0
703,2637,1
704,7117,1
705,2184,1
706,3935,1
707,5688,1
708,802,1
709,5459,1
710,4304,1
711,1281,1
712,2030,1
713,4823,1
714,1571,1
715,2561,1
716,5472,1
717,958,1
718,2768,1
719,4307,1
720,4687,1
721,1563,1
722,3580,1
723,1243,1
724,8737,1
725,971,1
726,7039,1
727,7346,1
728,6261,1
729,2202,1
730,7004,1
731,7912,1
732,9540,1
733,3328,1
734,8445,0
735,8945,0
736,9716,1
737,4802,1
738,8764,0
739,2490,1
740,6233,1
741,9217,1
742,2007,1
743,7769,1
744,6259,1
745,8450,0
746,436,1
747,6193,1
748,7918,1
749,1437,1
750,5640,0
751,6464,1
752,6309,1
753,342,1
754,3541,1
755,3583,1
756,5530,1
757,1713,1
758,7262,1
759,6375,1
760,9653,0
761,1637,1
762,7218,1
763,605,1
764,2407,1
765,6674,0
766,5649,1
767,7907,1
768,4974,1
769,2338,1
770,612,1
771,3582,1
772,3949,1
773,9095,1
774,5847,1
775,1034,1
776,4639,1
777,5709,1
778,4136,1
779,9080,1
780,8089,1
781,6392,1
782,3685,1
783,4982,1
784,3197,1
785,419,1
786,7502,1
787,2221,1
788,1032,1
789,9065,1
790,4122,1
791,8460,1
792,9629,1
793,7879,0
794,8061,0
795,9479,0
796,2078,1
797,1578,1
798,2352,1
799,7301,1
800,5086,1
801,4701,1
802,7976,0
803,6150,1
804,6661,1
805,579,1
806,8918,0
807,4709,1
808,4786,1
809,7600,1
810,1396,1
811,2525,1
812,9361,1
813,1258,1
814,4719,1
815,2740,1
816,1502,1
817,5055,1
818,759,1
819,3890,1
820,7754,0
821,8413,0
822,6914,1
823,4212,1
824,3860,1
825,8041,0
826,6693,1
827,8303,1
828,9697,1
829,9323,0
830,8816,1
831,2365,1
832,9326,1
833,6117,0
834,3062,1
835,6414,1
836,5249,1
837,1369,1
838,9787,1
839,8022,1
840,8844,0
841,182,1
842,5668,1
843,5317,1
844,2567,1
845,1956,1
846,2360,1
