,_id,protocol,hpfeed_id,timestamp,source_ip,destination_ip,identifier,honeypot,type
5448,ObjectId(5e280b2b3186f205962b2dac),ICMP,ObjectId(5e280b283186f205962b29ed),2020-01-22T08:43:20.548Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5458,ObjectId(5e280b2b3186f205962b2dbd),ICMP,ObjectId(5e280b283186f205962b29d4),2020-01-22T08:43:20.493Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5462,ObjectId(5e280b2b3186f205962b2dc3),ICMP,ObjectId(5e280b283186f205962b29ca),2020-01-22T08:43:20.471Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5464,ObjectId(5e280b2b3186f205962b2dc7),ICMP,ObjectId(5e280b283186f205962b29c5),2020-01-22T08:43:20.460Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5473,ObjectId(5e280b2b3186f205962b2dd6),ICMP,ObjectId(5e280b283186f205962b29af),2020-01-22T08:43:20.410Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5500,ObjectId(5e280b2c3186f205962b2e00),ICMP,ObjectId(5e280b283186f205962b2960),2020-01-22T08:43:20.265Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5503,ObjectId(5e280b2c3186f205962b2e05),ICMP,ObjectId(5e280b283186f205962b2959),2020-01-22T08:43:20.255Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5504,ObjectId(5e280b2c3186f205962b2e07),ICMP,ObjectId(5e280b283186f205962b2956),2020-01-22T08:43:20.251Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5510,ObjectId(5e280b2c3186f205962b2e10),ICMP,ObjectId(5e280b283186f205962b2947),2020-01-22T08:43:20.228Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5518,ObjectId(5e280b2c3186f205962b2e1c),ICMP,ObjectId(5e280b283186f205962b2933),2020-01-22T08:43:20.186Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5522,ObjectId(5e280b2c3186f205962b2e22),ICMP,ObjectId(5e280b283186f205962b2928),2020-01-22T08:43:20.162Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5529,ObjectId(5e280b2c3186f205962b2e2e),ICMP,ObjectId(5e280b283186f205962b2917),2020-01-22T08:43:20.122Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5536,ObjectId(5e280b2c3186f205962b2e3a),ICMP,ObjectId(5e280b283186f205962b2905),2020-01-22T08:43:20.093Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5544,ObjectId(5e280b2c3186f205962b2e47),ICMP,ObjectId(5e280b283186f205962b28f1),2020-01-22T08:43:20.055Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5549,ObjectId(5e280b2c3186f205962b2e4f),ICMP,ObjectId(5e280b283186f205962b28e5),2020-01-22T08:43:20.031Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5553,ObjectId(5e280b2c3186f205962b2e56),ICMP,ObjectId(5e280b283186f205962b28db),2020-01-22T08:43:20.012Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5559,ObjectId(5e280b2c3186f205962b2e60),ICMP,ObjectId(5e280b273186f205962b28cc),2020-01-22T08:43:19.981Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5560,ObjectId(5e280b2c3186f205962b2e61),ICMP,ObjectId(5e280b273186f205962b28ca),2020-01-22T08:43:19.972Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5568,ObjectId(5e280b2c3186f205962b2e6e),ICMP,ObjectId(5e280b273186f205962b28b5),2020-01-22T08:43:19.894Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5570,ObjectId(5e280b2c3186f205962b2e72),ICMP,ObjectId(5e280b273186f205962b28b0),2020-01-22T08:43:19.881Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5572,ObjectId(5e280b2c3186f205962b2e75),ICMP,ObjectId(5e280b273186f205962b28ab),2020-01-22T08:43:19.869Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5576,ObjectId(5e280b2c3186f205962b2e7c),ICMP,ObjectId(5e280b273186f205962b28a1),2020-01-22T08:43:19.838Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5585,ObjectId(5e280b2c3186f205962b2e8b),ICMP,ObjectId(5e280b273186f205962b288b),2020-01-22T08:43:19.784Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5590,ObjectId(5e280b2c3186f205962b2e91),ICMP,ObjectId(5e280b273186f205962b287d),2020-01-22T08:43:19.750Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5591,ObjectId(5e280b2c3186f205962b2e93),ICMP,ObjectId(5e280b273186f205962b287b),2020-01-22T08:43:19.745Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5603,ObjectId(5e280b2c3186f205962b2eaa),ICMP,ObjectId(5e280b273186f205962b285d),2020-01-22T08:43:19.675Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5605,ObjectId(5e280b2c3186f205962b2ead),ICMP,ObjectId(5e280b273186f205962b2858),2020-01-22T08:43:19.665Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5607,ObjectId(5e280b2c3186f205962b2eb0),ICMP,ObjectId(5e280b273186f205962b2853),2020-01-22T08:43:19.655Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5609,ObjectId(5e280b2c3186f205962b2eb7),ICMP,ObjectId(5e280b273186f205962b284e),2020-01-22T08:43:19.645Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5627,ObjectId(5e280b2c3186f205962b2eda),ICMP,ObjectId(5e280b273186f205962b2822),2020-01-22T08:43:19.544Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5630,ObjectId(5e280b2c3186f205962b2edf),ICMP,ObjectId(5e280b273186f205962b281a),2020-01-22T08:43:19.520Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5656,ObjectId(5e280b2d3186f205962b2f90),ICMP,ObjectId(5e280b2d3186f205962b2f5a),2020-01-22T08:43:25.464Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5661,ObjectId(5e280b2d3186f205962b2f98),ICMP,ObjectId(5e280b2d3186f205962b2f55),2020-01-22T08:43:25.442Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5662,ObjectId(5e280b2d3186f205962b2f9a),ICMP,ObjectId(5e280b2d3186f205962b2f54),2020-01-22T08:43:25.438Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5665,ObjectId(5e280b2d3186f205962b2f9f),ICMP,ObjectId(5e280b2d3186f205962b2f51),2020-01-22T08:43:25.426Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5668,ObjectId(5e280b2d3186f205962b2fa4),ICMP,ObjectId(5e280b2d3186f205962b2f4e),2020-01-22T08:43:25.412Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5691,ObjectId(5e280b2d3186f205962b2fcb),ICMP,ObjectId(5e280b2d3186f205962b2f37),2020-01-22T08:43:25.293Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5694,ObjectId(5e280b2e3186f205962b2fcf),ICMP,ObjectId(5e280b2d3186f205962b2f34),2020-01-22T08:43:25.279Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5700,ObjectId(5e280b2e3186f205962b2fd5),ICMP,ObjectId(5e280b2d3186f205962b2f2e),2020-01-22T08:43:25.247Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5701,ObjectId(5e280b2e3186f205962b2fd6),ICMP,ObjectId(5e280b2d3186f205962b2f2d),2020-01-22T08:43:25.242Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5713,ObjectId(5e280b2e3186f205962b2fe2),ICMP,ObjectId(5e280b2d3186f205962b2f21),2020-01-22T08:43:25.165Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5729,ObjectId(5e280b2e3186f205962b2ff2),ICMP,ObjectId(5e280b2d3186f205962b2f11),2020-01-22T08:43:25.045Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5747,ObjectId(5e280b2e3186f205962b3004),ICMP,ObjectId(5e280b2c3186f205962b2eff),2020-01-22T08:43:24.922Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5750,ObjectId(5e280b2e3186f205962b3007),ICMP,ObjectId(5e280b2c3186f205962b2efc),2020-01-22T08:43:24.902Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5762,ObjectId(5e280b2e3186f205962b3013),ICMP,ObjectId(5e280b2c3186f205962b2ef0),2020-01-22T08:43:24.836Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5764,ObjectId(5e280b2e3186f205962b3015),ICMP,ObjectId(5e280b2c3186f205962b2eee),2020-01-22T08:43:24.826Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5793,ObjectId(5e280b2e3186f205962b303d),ICMP,ObjectId(5e280b2c3186f205962b2eb5),2020-01-22T08:43:24.619Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5802,ObjectId(5e280b2e3186f205962b304c),ICMP,ObjectId(5e280b2c3186f205962b2ea2),2020-01-22T08:43:24.561Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5807,ObjectId(5e280b2e3186f205962b3054),ICMP,ObjectId(5e280b2c3186f205962b2e9a),2020-01-22T08:43:24.535Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5809,ObjectId(5e280b2e3186f205962b3057),ICMP,ObjectId(5e280b2c3186f205962b2e95),2020-01-22T08:43:24.525Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5819,ObjectId(5e280b2e3186f205962b3067),ICMP,ObjectId(5e280b2c3186f205962b2e79),2020-01-22T08:43:24.442Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5824,ObjectId(5e280b2e3186f205962b3070),ICMP,ObjectId(5e280b2c3186f205962b2e6c),2020-01-22T08:43:24.417Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5830,ObjectId(5e280b2e3186f205962b307a),ICMP,ObjectId(5e280b2c3186f205962b2e5d),2020-01-22T08:43:24.380Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5834,ObjectId(5e280b2e3186f205962b3080),ICMP,ObjectId(5e280b2c3186f205962b2e53),2020-01-22T08:43:24.344Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5839,ObjectId(5e280b2e3186f205962b3088),ICMP,ObjectId(5e280b2c3186f205962b2e46),2020-01-22T08:43:24.298Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5843,ObjectId(5e280b2e3186f205962b308f),ICMP,ObjectId(5e280b2c3186f205962b2e3c),2020-01-22T08:43:24.258Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5846,ObjectId(5e280b2e3186f205962b3094),ICMP,ObjectId(5e280b2c3186f205962b2e34),2020-01-22T08:43:24.230Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5849,ObjectId(5e280b2e3186f205962b3099),ICMP,ObjectId(5e280b2c3186f205962b2e2c),2020-01-22T08:43:24.197Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5852,ObjectId(5e280b2e3186f205962b309e),ICMP,ObjectId(5e280b2c3186f205962b2e25),2020-01-22T08:43:24.173Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5879,ObjectId(5e280b2e3186f205962b30cb),ICMP,ObjectId(5e280b2b3186f205962b2dda),2020-01-22T08:43:23.930Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5889,ObjectId(5e280b2e3186f205962b30dc),ICMP,ObjectId(5e280b2b3186f205962b2dc1),2020-01-22T08:43:23.851Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5890,ObjectId(5e280b2e3186f205962b30de),ICMP,ObjectId(5e280b2b3186f205962b2dbf),2020-01-22T08:43:23.844Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5893,ObjectId(5e280b2e3186f205962b30e4),ICMP,ObjectId(5e280b2b3186f205962b2db7),2020-01-22T08:43:23.824Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5894,ObjectId(5e280b2e3186f205962b30e6),ICMP,ObjectId(5e280b2b3186f205962b2db5),2020-01-22T08:43:23.816Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5897,ObjectId(5e280b2e3186f205962b30eb),ICMP,ObjectId(5e280b2b3186f205962b2dad),2020-01-22T08:43:23.796Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5899,ObjectId(5e280b2e3186f205962b30ee),ICMP,ObjectId(5e280b2b3186f205962b2da8),2020-01-22T08:43:23.783Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5907,ObjectId(5e280b2e3186f205962b30fc),ICMP,ObjectId(5e280b2b3186f205962b2d95),2020-01-22T08:43:23.704Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5927,ObjectId(5e280b2e3186f205962b311d),ICMP,ObjectId(5e280b2b3186f205962b2d63),2020-01-22T08:43:23.556Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5929,ObjectId(5e280b2e3186f205962b3120),ICMP,ObjectId(5e280b2b3186f205962b2d5e),2020-01-22T08:43:23.546Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5950,ObjectId(5e280b2f3186f205962b3143),ICMP,ObjectId(5e280b2b3186f205962b2d27),2020-01-22T08:43:23.389Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5955,ObjectId(5e280b2f3186f205962b314b),ICMP,ObjectId(5e280b2b3186f205962b2d1b),2020-01-22T08:43:23.363Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5966,ObjectId(5e280b2f3186f205962b315e),ICMP,ObjectId(5e280b2b3186f205962b2cff),2020-01-22T08:43:23.303Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5971,ObjectId(5e280b2f3186f205962b3166),ICMP,ObjectId(5e280b2b3186f205962b2cf3),2020-01-22T08:43:23.274Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5983,ObjectId(5e280b2f3186f205962b3179),ICMP,ObjectId(5e280b2b3186f205962b2cd6),2020-01-22T08:43:23.194Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5984,ObjectId(5e280b2f3186f205962b317b),ICMP,ObjectId(5e280b2b3186f205962b2cd4),2020-01-22T08:43:23.187Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5990,ObjectId(5e280b2f3186f205962b3185),ICMP,ObjectId(5e280b2b3186f205962b2cc6),2020-01-22T08:43:23.148Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5992,ObjectId(5e280b2f3186f205962b3188),ICMP,ObjectId(5e280b2b3186f205962b2cc1),2020-01-22T08:43:23.137Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5998,ObjectId(5e280b2f3186f205962b3192),ICMP,ObjectId(5e280b2b3186f205962b2cb2),2020-01-22T08:43:23.105Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
5999,ObjectId(5e280b2f3186f205962b3194),ICMP,ObjectId(5e280b2b3186f205962b2cb0),2020-01-22T08:43:23.099Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6003,ObjectId(5e280b2f3186f205962b319a),ICMP,ObjectId(5e280b2b3186f205962b2ca6),2020-01-22T08:43:23.077Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6009,ObjectId(5e280b2f3186f205962b31a4),ICMP,ObjectId(5e280b2b3186f205962b2c97),2020-01-22T08:43:23.047Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6010,ObjectId(5e280b2f3186f205962b31a6),ICMP,ObjectId(5e280b2b3186f205962b2c94),2020-01-22T08:43:23.040Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6025,ObjectId(5e280b2f3186f205962b31bf),ICMP,ObjectId(5e280b2a3186f205962b2c6d),2020-01-22T08:43:22.928Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6028,ObjectId(5e280b2f3186f205962b31c4),ICMP,ObjectId(5e280b2a3186f205962b2c65),2020-01-22T08:43:22.900Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6038,ObjectId(5e280b2f3186f205962b31d5),ICMP,ObjectId(5e280b2a3186f205962b2c4d),2020-01-22T08:43:22.836Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6045,ObjectId(5e280b2f3186f205962b31e0),ICMP,ObjectId(5e280b2a3186f205962b2c39),2020-01-22T08:43:22.785Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6047,ObjectId(5e280b2f3186f205962b31e4),ICMP,ObjectId(5e280b2a3186f205962b2c34),2020-01-22T08:43:22.774Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6082,ObjectId(5e280b2f3186f205962b321e),ICMP,ObjectId(5e280b2a3186f205962b2bdb),2020-01-22T08:43:22.576Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6086,ObjectId(5e280b303186f205962b32e1),ICMP,ObjectId(5e280b303186f205962b32de),2020-01-22T08:43:28.666Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6087,ObjectId(5e280b303186f205962b32e2),ICMP,ObjectId(5e280b303186f205962b32dd),2020-01-22T08:43:28.657Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6140,ObjectId(5e280b313186f205962b333a),ICMP,ObjectId(5e280b303186f205962b32a8),2020-01-22T08:43:28.235Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6148,ObjectId(5e280b313186f205962b3347),ICMP,ObjectId(5e280b303186f205962b32a0),2020-01-22T08:43:28.179Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6157,ObjectId(5e280b313186f205962b3356),ICMP,ObjectId(5e280b303186f205962b3297),2020-01-22T08:43:28.098Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6165,ObjectId(5e280b313186f205962b3364),ICMP,ObjectId(5e280b303186f205962b328f),2020-01-22T08:43:28.035Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6174,ObjectId(5e280b313186f205962b3374),ICMP,ObjectId(5e280b2f3186f205962b3286),2020-01-22T08:43:27.995Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6194,ObjectId(5e280b313186f205962b3395),ICMP,ObjectId(5e280b2f3186f205962b3272),2020-01-22T08:43:27.910Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6198,ObjectId(5e280b313186f205962b339c),ICMP,ObjectId(5e280b2f3186f205962b326e),2020-01-22T08:43:27.891Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6206,ObjectId(5e280b313186f205962b33aa),ICMP,ObjectId(5e280b2f3186f205962b3266),2020-01-22T08:43:27.858Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6208,ObjectId(5e280b313186f205962b33ad),ICMP,ObjectId(5e280b2f3186f205962b3264),2020-01-22T08:43:27.848Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6227,ObjectId(5e280b313186f205962b33cd),ICMP,ObjectId(5e280b2f3186f205962b3251),2020-01-22T08:43:27.748Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6233,ObjectId(5e280b313186f205962b33d7),ICMP,ObjectId(5e280b2f3186f205962b324b),2020-01-22T08:43:27.719Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6241,ObjectId(5e280b313186f205962b33e4),ICMP,ObjectId(5e280b2f3186f205962b3243),2020-01-22T08:43:27.685Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6245,ObjectId(5e280b313186f205962b33eb),ICMP,ObjectId(5e280b2f3186f205962b323f),2020-01-22T08:43:27.665Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6250,ObjectId(5e280b313186f205962b33f3),ICMP,ObjectId(5e280b2f3186f205962b323a),2020-01-22T08:43:27.638Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6252,ObjectId(5e280b313186f205962b33f7),ICMP,ObjectId(5e280b2f3186f205962b3238),2020-01-22T08:43:27.629Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6253,ObjectId(5e280b313186f205962b33f8),ICMP,ObjectId(5e280b2f3186f205962b3237),2020-01-22T08:43:27.624Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6255,ObjectId(5e280b313186f205962b33fc),ICMP,ObjectId(5e280b2f3186f205962b3235),2020-01-22T08:43:27.614Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6262,ObjectId(5e280b313186f205962b3408),ICMP,ObjectId(5e280b2f3186f205962b322e),2020-01-22T08:43:27.582Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6263,ObjectId(5e280b313186f205962b3409),ICMP,ObjectId(5e280b2f3186f205962b322d),2020-01-22T08:43:27.576Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6269,ObjectId(5e280b313186f205962b3413),ICMP,ObjectId(5e280b2f3186f205962b3227),2020-01-22T08:43:27.539Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6275,ObjectId(5e280b313186f205962b341d),ICMP,ObjectId(5e280b2f3186f205962b321d),2020-01-22T08:43:27.506Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6283,ObjectId(5e280b313186f205962b342a),ICMP,ObjectId(5e280b2f3186f205962b3209),2020-01-22T08:43:27.472Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
6296,ObjectId(5e280b313186f205962b343f),ICMP,ObjectId(5e280b2f3186f205962b31e8),2020-01-22T08:43:27.422Z,192.168.3.17,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata,NORMAL
