,_id,protocol,hpfeed_id,timestamp,source_ip,destination_ip,identifier,honeypot
0,15510,0,15449,15449,2961,0,0,0
1,2113,0,2055,2055,4906,0,0,0
2,4725,0,4750,4750,4904,0,0,0
3,21935,0,22052,22052,6883,0,0,0
4,18817,0,18733,18733,4906,0,0,0
5,12544,0,12393,12393,4905,0,0,0
6,20238,0,20216,20216,4906,0,0,0
7,15189,0,15187,15187,4906,0,0,0
8,10466,0,10565,10565,4905,0,0,0
9,20977,0,21061,21061,4904,0,0,0
10,1855,0,1840,1840,4906,0,0,0
11,16591,0,16485,16485,4904,0,0,0
12,23133,0,23324,23324,4905,0,0,0
13,23752,0,23743,23743,2013,0,0,0
14,25984,0,26007,26007,12187,0,0,0
15,11700,0,11496,11496,5936,0,0,0
16,18878,0,18672,18672,4906,0,0,0
17,23069,0,22804,22804,4905,0,0,0
18,10787,0,10583,10583,6369,0,0,0
19,18124,0,18267,18267,4905,0,0,0
20,16728,0,16689,16689,7516,0,0,0
21,1792,0,1903,1903,4906,0,0,0
22,26564,0,26578,26578,4904,0,0,0
23,10674,0,10696,10696,6848,0,0,0
24,20200,0,20254,20254,4906,0,0,0
25,16868,0,16812,16812,5101,0,0,0
26,12428,0,12509,12509,4905,0,0,0
27,6351,0,6404,6404,4904,0,0,0
28,8960,0,8980,8980,6219,0,0,0
29,1656,0,1752,1752,4906,0,0,0
30,23452,0,23456,23456,7795,0,0,0
31,11020,0,10942,10942,161,0,0,0
32,8520,0,8564,8564,4904,0,0,0
33,2495,0,2545,2545,10781,0,0,0
34,4505,0,4399,4399,4904,0,0,0
35,19927,0,19822,19822,5321,0,0,0
36,4764,0,4799,4799,4429,0,0,0
37,6247,0,6138,6138,9823,0,0,0
38,3025,0,3033,3033,4905,0,0,0
39,13585,0,13449,13449,7048,0,0,0
40,3509,0,3535,3535,4905,0,0,0
41,11979,0,11899,11899,4905,0,0,0
42,19994,0,20017,20017,11578,0,0,0
43,15111,0,14954,14954,4906,0,0,0
44,25115,0,25145,25145,4905,0,0,0
45,6155,0,6230,6230,1666,0,0,0
46,3081,0,3112,3112,4905,0,0,0
47,719,0,717,717,4905,0,0,0
48,26129,0,26091,26091,10779,0,0,0
49,18511,0,18498,18498,4906,0,0,0
50,2009,0,1956,1956,4906,0,0,0
51,24666,0,24723,24723,4906,0,0,0
52,11980,0,11898,11898,4905,0,0,0
53,25440,0,25455,25455,4905,0,0,0
54,9128,0,9154,9154,2374,0,0,0
55,24518,0,24469,24469,8119,0,0,0
56,12475,0,12462,12462,4905,0,0,0
57,25145,0,25115,25115,4905,0,0,0
58,24093,0,24140,24140,3722,0,0,0
59,18131,0,18260,18260,4905,0,0,0
60,3214,0,3203,3203,4905,0,0,0
61,21260,0,21125,21125,4904,0,0,0
62,15754,0,15772,15772,11797,0,0,0
63,14514,0,14641,14641,2066,0,0,0
64,8467,0,8316,8316,4904,0,0,0
65,16115,0,16053,16053,4904,0,0,0
66,14567,0,14588,14588,9586,0,0,0
67,17704,0,17590,17590,4906,0,0,0
68,9281,0,9295,9295,4396,0,0,0
69,15942,0,15897,15897,3985,0,0,0
70,451,0,348,348,4904,0,0,0
71,26090,0,26130,26130,10103,0,0,0
72,10460,0,10571,10571,4905,0,0,0
73,5712,0,5826,5826,266,0,0,0
74,9919,0,9813,9813,4265,0,0,0
75,6248,0,6137,6137,10055,0,0,0
76,20747,0,20888,20888,4904,0,0,0
77,18663,0,18887,18887,4906,0,0,0
78,24909,0,24917,24917,4906,0,0,0
79,24076,0,24148,24148,1510,0,0,0
80,24890,0,24936,24936,4906,0,0,0
81,5446,0,5308,5308,7214,0,0,0
82,6692,0,6646,6646,4904,0,0,0
83,17778,0,17743,17743,4906,0,0,0
84,23806,0,23823,23823,9882,0,0,0
85,10540,0,10491,10491,4905,0,0,0
86,8712,0,8643,8643,4904,0,0,0
87,17762,0,17759,17759,4906,0,0,0
88,21700,0,21799,21799,907,0,0,0
89,6301,0,6285,6285,4545,0,0,0
90,3041,0,3068,3068,4905,0,0,0
91,17411,0,17258,17258,4906,0,0,0
92,13981,0,14124,14124,4904,0,0,0
93,15158,0,15218,15218,4906,0,0,0
94,26597,0,26545,26545,4904,0,0,0
95,23580,0,23531,23531,3625,0,0,0
96,8406,0,8377,8377,4904,0,0,0
97,6105,0,6002,6002,363,0,0,0
98,2973,0,2905,2905,5533,0,0,0
99,16219,0,16214,16214,4904,0,0,0
100,2105,0,2063,2063,4906,0,0,0
101,2917,0,2961,2961,3760,0,0,0
102,15627,0,15580,15580,10136,0,0,0
103,3753,0,3870,3870,4906,0,0,0
104,26676,0,26690,26690,4904,0,0,0
105,19882,0,19867,19867,1648,0,0,0
106,9188,0,9094,9094,7998,0,0,0
107,17469,0,17519,17519,4906,0,0,0
108,24972,0,25027,25027,4906,0,0,0
109,16705,0,16712,16712,2973,0,0,0
110,21897,0,22090,22090,5000,0,0,0
111,13351,0,13086,13086,9495,0,0,0
