,_id,protocol,hpfeed_id,timestamp,source_ip,destination_ip,identifier,honeypot
0,25684,0,25572,25572,4038,0,0,0
1,25347,0,25416,25416,4297,0,0,0
2,30123,0,30092,30092,16240,0,0,0
3,35928,0,35724,35724,2000,0,0,0
4,25001,0,24774,24774,8785,0,0,0
5,5035,0,5034,5034,7143,0,0,0
6,23802,0,23955,23955,1651,0,0,0
7,37436,0,37585,37585,7196,0,0,0
8,37787,0,37844,37844,15397,0,0,0
9,9765,0,9973,9973,7144,0,0,0
10,17560,0,17513,17513,7145,0,0,0
11,21699,0,21609,21609,3730,0,0,0
12,7127,0,6995,6995,7144,0,0,0
13,2917,0,2883,2883,7143,0,0,0
14,12613,0,12473,12473,7144,0,0,0
15,19273,0,19298,19298,7145,0,0,0
16,37608,0,37413,37413,1051,0,0,0
17,19621,0,19506,19506,7145,0,0,0
18,13695,0,13629,13629,7144,0,0,0
19,15441,0,15401,15401,7145,0,0,0
20,25693,0,25563,25563,4055,0,0,0
21,26484,0,26312,26312,10989,0,0,0
22,36081,0,36186,36186,12875,0,0,0
23,35751,0,35901,35901,8392,0,0,0
24,24208,0,24080,24080,8832,0,0,0
25,16227,0,16061,16061,7145,0,0,0
26,30456,0,30333,30333,5456,0,0,0
27,11579,0,11705,11705,7144,0,0,0
28,3989,0,4049,4049,7143,0,0,0
29,13232,0,13487,13487,7144,0,0,0
30,32333,0,32341,32341,4573,0,0,0
31,28164,0,28120,28120,11470,0,0,0
32,31945,0,32078,32078,12986,0,0,0
33,18682,0,18931,18931,7145,0,0,0
34,34860,0,34905,34905,6180,0,0,0
35,16408,0,16348,16348,7145,0,0,0
36,213,0,232,232,7143,0,0,0
37,2632,0,2698,2698,7143,0,0,0
38,28454,0,28581,28581,8079,0,0,0
39,36629,0,36804,36804,9426,0,0,0
40,20374,0,20474,20474,7145,0,0,0
41,8965,0,9245,9245,7144,0,0,0
42,25476,0,25287,25287,6509,0,0,0
43,10169,0,10038,10038,7144,0,0,0
44,22892,0,22873,22873,15916,0,0,0
45,33478,0,33700,33700,9371,0,0,0
46,808,0,983,983,7143,0,0,0
47,18847,0,18766,18766,7145,0,0,0
48,26081,0,26227,26227,16662,0,0,0
49,24223,0,24065,24065,5887,0,0,0
50,6606,0,6604,6604,7143,0,0,0
51,17930,0,18180,18180,7145,0,0,0
52,7379,0,7272,7272,7144,0,0,0
53,35500,0,35688,35688,185,0,0,0
54,9057,0,9153,9153,7144,0,0,0
55,4527,0,4316,4316,7143,0,0,0
56,14965,0,14718,14718,7145,0,0,0
57,16696,0,16533,16533,7145,0,0,0
58,32072,0,31951,31951,8582,0,0,0
59,25815,0,25969,25969,9091,0,0,0
60,17667,0,17406,17406,7145,0,0,0
